,Cliente_ID
51049,4661803
51050,4661829
51051,4661831
51052,4663355
51053,4668761
51054,4673907
51055,4711143
51056,8740172
51057,9710670
51058,571332
51059,592904
51060,593551
51061,594997
51062,605739
51063,605892
51064,608343
51065,609910
51066,609945
51067,609975
51068,609984
51069,610004
51070,690208
51071,792489
51072,854300
51073,914729
51074,1039053
51075,1133539
51076,1200306
51077,1200308
51078,1245117
51079,1255356
51080,1255578
51081,1268085
51082,1271074
51083,1271075
51084,1272928
51085,1274819
51086,1279101
51087,1286552
51088,1287630
51089,1376423
51090,1381758
51091,1438082
51092,1455343
51093,1470318
51094,1476191
51095,1480833
51096,1493983
51097,1586252
51098,1587963
51099,1661535
51100,1661537
51101,1666800
51102,1718410
51103,1770600
51104,1848926
51105,1931190
51106,1951875
51107,1995789
51108,2029010
51109,2080869
51110,2125418
51111,2175751
51112,2175978
51113,2184868
51114,2200705
51115,2217328
51116,2268448
51117,2270806
51118,2276364
51119,2290713
51120,2291071
51121,2293317
51122,2348927
51123,2350253
51124,2355100
51125,2372145
51126,2407905
51127,2411389
51128,2446426
51129,4190459
51130,4195628
51131,4291833
51132,4337420
51133,4400213
51134,4403640
51135,4418110
51136,4426779
51137,4439705
51138,4460951
51139,4460955
51140,4460961
51141,4479912
51142,4492693
51143,4502975
51144,4514367
51145,4521946
51146,4539081
51147,4544282
51148,4546359
51149,4554518
51150,4565350
51151,4568983
51152,4597633
51153,4626434
51154,4635078
51155,8673708
51156,25051
51157,143969
51158,361936
51159,362091
51160,362132
51161,362159
51162,362177
51163,362200
51164,365877
51165,433668
51166,559472
51167,559478
51168,559494
51169,560240
51170,560301
51171,598574
51172,694281
51173,853335
51174,912513
51175,1056257
51176,1059039
51177,1064636
51178,1099197
51179,1173049
51180,1218685
51181,1218686
51182,1227245
51183,1261163
51184,1266236
51185,1276894
51186,1343892
51187,1365144
51188,1373591
51189,1385755
51190,1430864
51191,1455286
51192,1471921
51193,1515621
51194,1518040
51195,1524123
51196,1585347
51197,1731152
51198,1916417
51199,1923859
51200,2006171
51201,2063124
51202,2115029
51203,2121776
51204,2124999
51205,2172218
51206,2228112
51207,2236712
51208,2239577
51209,2251614
51210,2406840
51211,2412372
51212,2420652
51213,2427165
51214,2435411
51215,2458796
51216,2458884
51217,2482981
51218,2491932
51219,4102321
51220,4129938
51221,4255511
51222,4359873
51223,4401548
51224,4424088
51225,4439703
51226,4490699
51227,4514345
51228,4559678
51229,4585724
51230,4642294
51231,4684441
51232,24564
51233,564642
51234,566638
51235,568985
51236,569149
51237,569555
51238,580324
51239,596667
51240,606848
51241,608253
51242,678977
51243,682166
51244,684401
51245,693174
51246,693210
51247,783286
51248,947793
51249,1022106
51250,1120235
51251,1267126
51252,1270928
51253,1274295
51254,1280304
51255,1321553
51256,1340550
51257,1340618
51258,1347441
51259,1425423
51260,1493980
51261,1679492
51262,1740482
51263,1766167
51264,1784899
51265,1926581
51266,1994250
51267,2004553
51268,2121792
51269,2207873
51270,2285333
51271,2302508
51272,2349925
51273,2386726
51274,2397374
51275,2406123
51276,2414469
51277,2423592
51278,2482259
51279,4101299
51280,4103608
51281,4185044
51282,4185928
51283,4216225
51284,4393373
51285,4413399
51286,4483985
51287,4484008
51288,4486920
51289,4487298
51290,4487727
51291,4502989
51292,4503437
51293,4545156
51294,4545464
51295,4545515
51296,4546599
51297,4633821
51298,4642459
51299,4676218
51300,4709611
51301,155002
51302,352141
51303,352163
51304,431733
51305,556312
51306,556521
51307,556547
51308,556624
51309,561590
51310,561594
51311,591680
51312,597975
51313,597985
51314,674119
51315,683148
51316,854267
51317,918615
51318,966614
51319,988298
51320,1150486
51321,1150487
51322,1172709
51323,1273456
51324,1280600
51325,1321500
51326,1410909
51327,1411844
51328,1446070
51329,1452401
51330,1476222
51331,1715935
51332,1819474
51333,1883929
51334,1951874
51335,1973260
51336,2097318
51337,2197756
51338,2279852
51339,2337213
51340,2394144
51341,2394181
51342,2417114
51343,2420224
51344,2436815
51345,2440857
51346,2440978
51347,2441112
51348,2455277
51349,2470676
51350,4101191
51351,4128646
51352,4179115
51353,4185096
51354,4218371
51355,4218435
51356,4330619
51357,4331499
51358,4347952
51359,4360435
51360,4381918
51361,4441745
51362,4443556
51363,4443633
51364,4443657
51365,4461716
51366,4476181
51367,4502890
51368,4547617
51369,4562057
51370,4602042
51371,4635077
51372,4674281
51373,27582
51374,115323
51375,356151
51376,599258
51377,678845
51378,870690
51379,871234
51380,1008488
51381,1008510
51382,1060705
51383,1178818
51384,1196319
51385,1266781
51386,1268034
51387,1288883
51388,1371661
51389,1384661
51390,1397174
51391,1415816
51392,1470448
51393,1478088
51394,1581558
51395,1581559
51396,1617949
51397,1651753
51398,1874718
51399,1879087
51400,1926585
51401,1944783
51402,2002547
51403,2002548
51404,2166583
51405,2193650
51406,2247911
51407,2279942
51408,2347129
51409,2362758
51410,2372823
51411,2389075
51412,2446478
51413,2446540
51414,2453283
51415,4197971
51416,4198240
51417,4202817
51418,4213169
51419,4216496
51420,4229639
51421,4241359
51422,4256661
51423,4285579
51424,4288338
51425,4310544
51426,4335085
51427,4356420
51428,4363877
51429,4396085
51430,4427149
51431,4433874
51432,4433911
51433,4437763
51434,4520770
51435,4531794
51436,4566024
51437,4660742
51438,9492863
51439,9624374
51440,9700292
51441,352488
51442,556602
51443,556788
51444,556801
51445,556879
51446,557290
51447,594715
51448,594747
51449,594780
51450,609774
51451,609944
51452,609976
51453,680367
51454,692394
51455,718900
51456,870217
51457,1007375
51458,1066035
51459,1066974
51460,1153413
51461,1189872
51462,1213185
51463,1278124
51464,1302749
51465,1348127
51466,1371174
51467,1373509
51468,1447664
51469,1450936
51470,1525881
51471,1530162
51472,1556532
51473,1567258
51474,1658984
51475,1698309
51476,1990069
51477,1990070
51478,1990079
51479,2084655
51480,2117994
51481,2172197
51482,2172198
51483,2172221
51484,2173749
51485,2178681
51486,2256091
51487,2268440
51488,2268443
51489,2268445
51490,2274422
51491,2284105
51492,2286506
51493,2379915
51494,2451067
51495,4122988
51496,4192764
51497,4195160
51498,4199423
51499,4202395
51500,4220105
51501,4233351
51502,4242339
51503,4310018
51504,4312640
51505,4332419
51506,4343687
51507,4358980
51508,4364042
51509,4384398
51510,4396862
51511,4419892
51512,4437643
51513,4488839
51514,4492161
51515,4520432
51516,4542671
51517,4543801
51518,4657599
51519,176291
51520,580340
51521,595734
51522,596659
51523,597166
51524,606907
51525,694518
51526,876267
51527,917615
51528,1187429
51529,1291073
51530,1453664
51531,1490107
51532,1622191
51533,1751426
51534,2174500
51535,2228430
51536,2394304
51537,2417218
51538,4307520
51539,4460499
51540,4473039
51541,4511122
51542,4558228
51543,4559607
51544,4563555
51545,4570976
51546,4574018
51547,4579760
51548,4581899
51549,4583504
51550,4590160
51551,4591533
51552,4593897
51553,4597568
51554,4599872
51555,4604300
51556,4604356
51557,4606888
51558,4613755
51559,4616778
51560,4616919
51561,4618498
51562,4620160
51563,4633822
51564,4645364
51565,4648183
51566,4658970
51567,4662771
51568,4675587
51569,4679107
51570,4682130
51571,4714927
51572,4715654
51573,4715658
51574,608966
51575,609987
51576,692156
51577,981189
51578,1189876
51579,1278531
51580,1376407
51581,1389130
51582,1732737
51583,2348806
51584,2420405
51585,4374614
51586,4427523
51587,4433758
51588,4440778
51589,4440792
51590,4494953
51591,4566369
51592,4572379
51593,4578913
51594,4589013
51595,4597183
51596,4601718
51597,4601781
51598,4615705
51599,4616533
51600,4635755
51601,4642460
51602,4658989
51603,4661287
51604,4666654
51605,4674763
51606,4676770
51607,4679826
51608,4679827
51609,4679832
51610,4680341
51611,4680378
51612,4680387
51613,4680393
51614,4681468
51615,4682087
51616,4682345
51617,4684460
51618,4684468
51619,4684471
51620,4685072
51621,4685081
51622,4685089
51623,4688769
51624,4698773
51625,4698788
51626,4702172
51627,4703867
51628,4704669
51629,4706806
51630,4708458
51631,4708459
51632,4708899
51633,4709970
51634,4710066
51635,4722626
51636,143968
51637,592490
51638,593016
51639,593276
51640,593495
51641,593518
51642,593803
51643,595914
51644,605391
51645,609883
51646,609890
51647,610082
51648,681817
51649,692238
51650,692277
51651,785350
51652,789588
51653,881950
51654,887269
51655,892524
51656,940998
51657,1001975
51658,1159252
51659,1218705
51660,1274308
51661,1359039
51662,1438076
51663,1457924
51664,1476188
51665,1530827
51666,1548197
51667,1557971
51668,1620115
51669,1625421
51670,1770611
51671,1894197
51672,2174491
51673,2204570
51674,2218617
51675,2291439
51676,2417189
51677,2463088
51678,2472766
51679,2478166
51680,4179507
51681,4204423
51682,4214685
51683,4229105
51684,4301187
51685,4310043
51686,4310050
51687,4310098
51688,4347374
51689,4356495
51690,4360082
51691,4360421
51692,4360422
51693,4369937
51694,4380980
51695,4385130
51696,4387117
51697,4397523
51698,4416456
51699,4460971
51700,4492688
51701,4514356
51702,178968
51703,356090
51704,433470
51705,433477
51706,556342
51707,559359
51708,560128
51709,560135
51710,561421
51711,600328
51712,615975
51713,855550
51714,888616
51715,923886
51716,973781
51717,1016775
51718,1049813
51719,1054120
51720,1104320
51721,1147833
51722,1161785
51723,1238707
51724,1240545
51725,1269938
51726,1271063
51727,1271178
51728,1283042
51729,1284447
51730,1302630
51731,1345578
51732,1387839
51733,1398234
51734,1505059
51735,1553971
51736,1600146
51737,1631959
51738,1816482
51739,1817576
51740,1866324
51741,1998354
51742,2078055
51743,2148808
51744,2172215
51745,2224674
51746,2230688
51747,2263028
51748,2429827
51749,2434363
51750,2458764
51751,2468642
51752,2471328
51753,2477134
51754,4100975
51755,4187680
51756,4194603
51757,4211724
51758,4237776
51759,4256551
51760,4313402
51761,4346895
51762,4364658
51763,4368870
51764,4374146
51765,4374726
51766,4375486
51767,4470707
51768,4490981
51769,4538716
51770,4594331
51771,4616925
51772,4618945
51773,4635182
51774,4637215
51775,4657767
51776,4662579
51777,4684442
51778,4685012
51779,146615
51780,496840
51781,566756
51782,566942
51783,600456
51784,679994
51785,916631
51786,1126138
51787,1366189
51788,1508264
51789,1651529
51790,1805495
51791,1863951
51792,1912492
51793,1973256
51794,1982835
51795,1982836
51796,2140647
51797,2288036
51798,2338769
51799,2436796
51800,4176905
51801,4182258
51802,4283164
51803,4322019
51804,4412647
51805,4440694
51806,4447542
51807,4488598
51808,4538156
51809,4551151
51810,4557946
51811,4560747
51812,4630240
51813,4659628
51814,4674789
51815,4681358
51816,4682154
51817,4683110
51818,4691107
51819,4697592
51820,4697657
51821,4704673
51822,4704682
51823,4708462
51824,4719507
51825,4721232
51826,4721383
51827,59563
51828,178915
51829,556623
51830,593903
51831,594222
51832,594429
51833,594433
51834,595115
51835,596028
51836,596044
51837,596062
51838,596100
51839,596107
51840,596379
51841,596397
51842,596672
51843,596683
51844,596694
51845,596944
51846,596992
51847,597063
51848,597096
51849,597113
51850,597119
51851,597274
51852,608104
51853,854548
51854,914693
51855,951141
51856,967518
51857,973772
51858,1007998
51859,1020107
51860,1029388
51861,1037890
51862,1159259
51863,1178944
51864,1205975
51865,1235568
51866,1264095
51867,1267145
51868,1343901
51869,1367599
51870,1391005
51871,1397147
51872,1442113
51873,1457795
51874,1473972
51875,1712239
51876,1739403
51877,1888686
51878,1897781
51879,1998356
51880,2054080
51881,2078064
51882,2143725
51883,2162171
51884,2163797
51885,2174481
51886,2175983
51887,2176781
51888,2188767
51889,2192861
51890,2221297
51891,2223657
51892,2263164
51893,2282797
51894,2313612
51895,2411090
51896,2412449
51897,2434443
51898,2467074
51899,2482247
51900,2499136
51901,4124696
51902,4166308
51903,4179960
51904,4198276
51905,4203861
51906,4208512
51907,4237795
51908,4244625
51909,4244631
51910,4247924
51911,4249694
51912,4297194
51913,4319813
51914,4356552
51915,4370574
51916,4371099
51917,4372043
51918,4378152
51919,4400684
51920,4408272
51921,4425865
51922,4484015
51923,4503542
51924,4538601
51925,4543363
51926,4573173
51927,4576282
51928,4591080
51929,4665335
51930,4691277
51931,9589443
51932,593671
51933,2285795
51934,2304589
51935,4511303
51936,4610872
51937,4665693
51938,353141
51939,353267
51940,355194
51941,358113
51942,598606
51943,1465167
51944,1747212
51945,4352649
51946,4360120
51947,4700847
51948,80133
51949,564381
51950,564423
51951,887731
51952,902089
51953,1181323
51954,1253781
51955,1585246
51956,2175944
51957,1921333
51958,598861
51959,4518463
51960,4630889
51961,4668985
51962,432428
51963,433863
51964,433928
51965,559232
51966,559835
51967,600433
51968,600467
51969,600542
51970,1025009
51971,77148
51972,352075
51973,556905
51974,598874
51975,1927869
51976,1982840
51977,2264857
51978,4440829
51979,598612
51980,940620
51981,1973963
51982,4545565
51983,384192
51984,596292
51985,596414
51986,596634
51987,596781
51988,596912
51989,597181
51990,598880
51991,2163478
51992,598886
51993,605464
51994,1005700
51995,2376375
51996,2455395
51997,598890
51998,610198
51999,596783
52000,609766
52001,2034548
52002,893633
52003,1175746
52004,1476113
52005,2163499
52006,596449
52007,597149
52008,1445061
52009,1644151
52010,1897778
52011,2019858
52012,2412303
52013,592616
52014,928026
52015,928029
52016,4539140
52017,4642270
52018,598948
52019,692908
52020,1566084
52021,1408433
52022,2162257
52023,9704152
52024,596297
52025,596625
52026,598960
52027,987116
52028,594913
52029,596170
52030,596204
52031,859150
52032,859154
52033,859161
52034,1379298
52035,1811229
52036,597231
52037,597409
52038,1853879
52039,4573519
52040,593882
52041,1254866
52042,1280044
52043,1476094
52044,2443054
52045,2485392
52046,4580428
52047,4684443
52048,595658
52049,609006
52050,894285
52051,2235937
52052,4416231
52053,484833
52054,593321
52055,593416
52056,594266
52057,610469
52058,1043111
52059,599038
52060,720368
52061,2210558
52062,2408007
52063,4430410
52064,4479917
52065,592346
52066,592354
52067,593702
52068,593831
52069,599045
52070,606104
52071,693098
52072,1136901
52073,1268267
52074,4256459
52075,4418116
52076,4513360
52077,4521889
52078,692835
52079,721724
52080,1056861
52081,1371137
52082,1410899
52083,1529243
52084,1784901
52085,4216259
52086,4499495
52087,593465
52088,610320
52089,789586
52090,854082
52091,1055667
52092,1134609
52093,1476121
52094,4568006
52095,593179
52096,599075
52097,885561
52098,1007919
52099,1082734
52100,1770691
52101,4453117
52102,8439450
52103,1187433
52104,4564603
52105,597820
52106,1111372
52107,1417283
52108,4207186
52109,1897335
52110,2332192
52111,4333511
52112,591608
52113,599098
52114,1245682
52115,1497141
52116,1641045
52117,1927870
52118,2453227
52119,4101930
52120,556399
52121,591620
52122,599105
52123,2232563
52124,2285801
52125,4131662
52126,4514931
52127,4610851
52128,1727946
52129,4379950
52130,4657624
52132,1878412
52133,4395767
52134,4176323
52135,599232
52136,1193693
52137,4716896
52138,357863
52139,357919
52140,433760
52141,557078
52142,693555
52143,1287622
52144,1290503
52145,2105182
52146,598781
52147,353294
52148,355566
52149,598799
52150,1276311
52151,600306
52152,615964
52153,707375
52154,894102
52155,913044
52156,4289758
52157,4369697
52158,4514109
52159,431859
52160,559759
52161,559812
52162,598818
52163,1254314
52164,2441057
52165,4433886
52166,598825
52167,616174
52168,1535147
52169,2274430
52170,365697
52171,365905
52172,515832
52173,1022925
52174,1266226
52175,2169953
52176,4433191
52177,4470278
52178,4657786
52179,4705272
52180,352971
52181,355162
52182,355280
52183,356024
52184,433391
52185,598069
52186,694115
52187,1283040
52188,1646722
52189,1784897
52190,1890455
52191,2087021
52192,2381735
52193,4359857
52194,4368131
52195,4651691
52196,4716901
52197,101051
52198,559498
52199,561622
52200,561639
52201,598332
52202,598410
52203,598728
52204,868422
52205,1252041
52206,1275441
52207,2295996
52208,2338842
52209,4354572
52210,4551298
52211,4583461
52212,559465
52213,559479
52214,1941511
52215,2130673
52216,2256095
52217,2353168
52218,2355960
52219,4204428
52220,4387215
52221,4503148
52222,4642305
52223,4460998
52224,1744385
52225,2178004
52226,2278267
52227,2439853
52228,2234690
52229,2455663
52230,4221424
52231,4403520
52232,4684445
52233,4721398
52234,556741
52235,1818392
52236,2350420
52237,4358882
52238,4370894
52239,4429894
52240,4514860
52241,4537059
52242,4575177
52243,4679299
52244,4684446
52245,27251
52246,185461
52247,350006
52248,350021
52249,424699
52250,424701
52251,424719
52252,424724
52253,424742
52254,427990
52255,427995
52256,428001
52257,428010
52258,428029
52259,428034
52260,428039
52261,428055
52262,428057
52263,428067
52264,428074
52265,428096
52266,428105
52267,428129
52268,428143
52269,428148
52270,428153
52271,428158
52272,428176
52273,428187
52274,428191
52275,428197
52276,428201
52277,428207
52278,428247
52279,428277
52280,554699
52281,564562
52282,566089
52283,566146
52284,566283
52285,566333
52286,682430
52287,691345
52288,847276
52289,847282
52290,847415
52291,948329
52292,969194
52293,991627
52294,1016234
52295,1140847
52296,1198597
52297,1275085
52298,1280761
52299,1282976
52300,1285889
52301,1394306
52302,1432911
52303,1552548
52304,1585237
52305,1691871
52306,1692560
52307,1872266
52308,1872269
52309,1915833
52310,1915842
52311,1946871
52312,1979890
52313,2002551
52314,2002552
52315,2004519
52316,2006173
52317,2006174
52318,2010621
52319,2025453
52320,2025457
52321,2025462
52322,2144964
52323,2162093
52324,2164293
52325,2167436
52326,2220411
52327,2284566
52328,2298457
52329,2306267
52330,2306784
52331,2388785
52332,2406389
52333,2444868
52334,2449173
52335,2451462
52336,2466690
52337,2467154
52338,2489839
52339,2495385
52340,4098767
52341,4256650
52342,4289689
52343,4372487
52344,4425924
52345,4432033
52346,4432035
52347,4439147
52348,4451619
52349,4511181
52350,4513431
52351,4540091
52352,4575443
52353,4589167
52354,349602
52355,349795
52356,349918
52357,350056
52358,418355
52359,418362
52360,418372
52361,418393
52362,418398
52363,418404
52364,418409
52365,418439
52366,418464
52367,418487
52368,418509
52369,418517
52370,418528
52371,418536
52372,424688
52373,424694
52374,424732
52375,434026
52376,434043
52377,554390
52378,554514
52379,554526
52380,554602
52381,554656
52382,556343
52383,556393
52384,556402
52385,564565
52386,566577
52387,620739
52388,622508
52389,640575
52390,682489
52391,692256
52392,847320
52393,847410
52394,871270
52395,873013
52396,895862
52397,938043
52398,1014713
52399,1056286
52400,1056312
52401,1107361
52402,1120609
52403,1140849
52404,1158759
52405,1210201
52406,1215311
52407,1215312
52408,1219485
52409,1256555
52410,1283676
52411,1292169
52412,1322878
52413,1322879
52414,1384751
52415,1429534
52416,1463193
52417,1581658
52418,1715038
52419,1737752
52420,2074099
52421,2342545
52422,2490792
52423,4318988
52424,4381304
52425,4704531
52426,349564
52427,349770
52428,350092
52429,424782
52430,424803
52431,424840
52432,424912
52433,424944
52434,424963
52435,424986
52436,425040
52437,425065
52438,425112
52439,425123
52440,426476
52441,426505
52442,426507
52443,426521
52444,426554
52445,426563
52446,426582
52447,426587
52448,426616
52449,426629
52450,430416
52451,435164
52452,439918
52453,556632
52454,556689
52455,556732
52456,556738
52457,556745
52458,556748
52459,556756
52460,556774
52461,556800
52462,564570
52463,566981
52464,567005
52465,567036
52466,567104
52467,567110
52468,567117
52469,567147
52470,567156
52471,692273
52472,860872
52473,866620
52474,874098
52475,880546
52476,905862
52477,1039326
52478,1077370
52479,1080815
52480,1120610
52481,1158810
52482,1192897
52483,1224883
52484,1296303
52485,1394000
52486,1423845
52487,1485661
52488,1541568
52489,1801038
52490,1852110
52491,1885550
52492,1893679
52493,1915836
52494,2001674
52495,2201600
52496,2495866
52497,4222918
52498,4501444
52499,349397
52500,349404
52501,349410
52502,349413
52503,349415
52504,349422
52505,349428
52506,349434
52507,349975
52508,351962
52509,352005
52510,352017
52511,352029
52512,352050
52513,352062
52514,352526
52515,352585
52516,352946
52517,425005
52518,426692
52519,426727
52520,426741
52521,426747
52522,427759
52523,427763
52524,427767
52525,427848
52526,427910
52527,427938
52528,428037
52529,554355
52530,554752
52531,556313
52532,556548
52533,556563
52534,556869
52535,564573
52536,567054
52537,567063
52538,567097
52539,900660
52540,939018
52541,1039336
52542,1041825
52543,1050347
52544,1100716
52545,1276636
52546,1288078
52547,1397166
52548,1433451
52549,1512879
52550,1513810
52551,1638742
52552,1645843
52553,1687243
52554,1707637
52555,1736068
52556,1764955
52557,1825460
52558,1834333
52559,1912937
52560,1954930
52561,2024017
52562,2447883
52563,4482451
52564,4507556
52565,4507559
52566,349599
52567,350201
52568,350238
52569,351945
52570,352070
52571,352082
52572,352617
52573,352629
52574,352649
52575,352659
52576,352673
52577,352691
52578,352699
52579,352713
52580,353169
52581,424712
52582,424784
52583,424811
52584,424842
52585,424846
52586,424856
52587,424878
52588,424970
52589,427788
52590,554370
52591,554400
52592,554417
52593,564580
52594,566062
52595,566071
52596,566359
52597,566432
52598,566440
52599,682374
52600,685166
52601,691343
52602,847256
52603,847348
52604,873112
52605,886274
52606,1014670
52607,1016641
52608,1058090
52609,1148642
52610,1210203
52611,1215316
52612,1228091
52613,1243988
52614,1360277
52615,1429532
52616,1430880
52617,1450097
52618,1508266
52619,1566503
52620,1641159
52621,1687236
52622,1694341
52623,1834325
52624,1889010
52625,1912931
52626,1949278
52627,2001063
52628,2004517
52629,2142975
52630,2145404
52631,2156580
52632,2156693
52633,2176610
52634,2472588
52635,2495893
52636,4315719
52637,4404787
52638,4404815
52639,4495326
52640,4662657
52641,349439
52642,349441
52643,349641
52644,349696
52645,349714
52646,349715
52647,349737
52648,349747
52649,349757
52650,349794
52651,349825
52652,349859
52653,349940
52654,349992
52655,350050
52656,350070
52657,350170
52658,350262
52659,350271
52660,350355
52661,350383
52662,351948
52663,351993
52664,352059
52665,352071
52666,352110
52667,352118
52668,352139
52669,352155
52670,352239
52671,352261
52672,352353
52673,352372
52674,352391
52675,352404
52676,352440
52677,352595
52678,352636
52679,352690
52680,425201
52681,426663
52682,554682
52683,564587
52684,566692
52685,682355
52686,684822
52687,685185
52688,751758
52689,861188
52690,877945
52691,888165
52692,956139
52693,969197
52694,1050343
52695,1076856
52696,1108622
52697,1113148
52698,1136167
52699,1175717
52700,1184222
52701,1232363
52702,1255172
52703,1256561
52704,1262015
52705,1282030
52706,1286791
52707,1287265
52708,1500046
52709,1541566
52710,1585238
52711,1799855
52712,1872278
52713,2148339
52714,2148447
52715,2265473
52716,2475626
52717,4187639
52718,4327173
52719,4404822
52720,4407540
52721,4413388
52722,4612992
52723,4619755
52724,4711018
52725,101160
52726,430886
52727,433357
52728,433362
52729,433604
52730,433634
52731,559400
52732,561841
52733,562053
52734,562064
52735,562082
52736,562098
52737,562104
52738,562114
52739,562122
52740,562127
52741,562157
52742,562159
52743,562163
52744,562173
52745,562212
52746,562224
52747,562319
52748,562323
52749,564595
52750,566823
52751,566838
52752,566873
52753,566906
52754,566933
52755,639125
52756,681151
52757,681285
52758,683222
52759,684429
52760,692404
52761,692411
52762,847580
52763,860563
52764,867511
52765,886965
52766,968865
52767,1001890
52768,1104304
52769,1117632
52770,1121778
52771,1153404
52772,1178164
52773,1186534
52774,1234267
52775,1256552
52776,1269379
52777,1271092
52778,1282296
52779,1284302
52780,1284303
52781,1285886
52782,1336691
52783,1336891
52784,1345732
52785,1442967
52786,1458407
52787,1464299
52788,1568984
52789,1568986
52790,1656984
52791,1687231
52792,1707641
52793,1878426
52794,1883928
52795,1905434
52796,1905435
52797,2116432
52798,2145398
52799,2156768
52800,2201599
52801,2217245
52802,2220410
52803,2229743
52804,2301015
52805,2335713
52806,2353292
52807,4202812
52808,4229159
52809,9704957
52810,128837
52811,168801
52812,433412
52813,433431
52814,433438
52815,433478
52816,433531
52817,433538
52818,433544
52819,433552
52820,433557
52821,433569
52822,433572
52823,433582
52824,433600
52825,559288
52826,559309
52827,559322
52828,559347
52829,559358
52830,561849
52831,561856
52832,561861
52833,561872
52834,561877
52835,561895
52836,562234
52837,562260
52838,562269
52839,562270
52840,562297
52841,562335
52842,562337
52843,562351
52844,562352
52845,564601
52846,566740
52847,566767
52848,566784
52849,566807
52850,566931
52851,619932
52852,639071
52853,683711
52854,692395
52855,692437
52856,858031
52857,858033
52858,860895
52859,924140
52860,986200
52861,995886
52862,1253710
52863,1257081
52864,1266813
52865,1282299
52866,1288419
52867,1336893
52868,1394342
52869,1430302
52870,1549573
52871,1655261
52872,1744913
52873,1836261
52874,1885546
52875,1915853
52876,1958348
52877,2001681
52878,2095594
52879,2164011
52880,2180710
52881,2370102
52882,4165032
52883,4206438
52884,4253581
52885,4402403
52886,4402590
52887,4412815
52888,4521224
52889,430662
52890,430760
52891,430768
52892,430776
52893,433451
52894,433462
52895,433471
52896,433498
52897,433508
52898,559372
52899,559390
52900,559422
52901,559444
52902,559463
52903,561724
52904,561727
52905,561738
52906,561747
52907,561766
52908,561786
52909,561817
52910,561823
52911,561829
52912,561863
52913,564608
52914,566811
52915,566826
52916,566845
52917,566860
52918,566867
52919,567065
52920,681218
52921,682323
52922,692349
52923,850928
52924,860840
52925,876532
52926,885788
52927,892569
52928,1014561
52929,1028629
52930,1032768
52931,1034774
52932,1097621
52933,1138061
52934,1161835
52935,1178173
52936,1191571
52937,1193411
52938,1193417
52939,1200408
52940,1228781
52941,1270804
52942,1283321
52943,1285883
52944,1290606
52945,1321529
52946,1360281
52947,1366260
52948,1473111
52949,1487433
52950,1609697
52951,1627129
52952,1657004
52953,1657645
52954,1671341
52955,1836267
52956,1836281
52957,1887154
52958,1948303
52959,2145518
52960,2227107
52961,2256836
52962,2256837
52963,2271571
52964,2344930
52965,2347193
52966,2365394
52967,2498010
52968,4247187
52969,4414142
52970,4441192
52971,4562286
52972,4682456
52973,349508
52974,349532
52975,349622
52976,349805
52977,349823
52978,349847
52979,349882
52980,349973
52981,350049
52982,350101
52983,350194
52984,350261
52985,430526
52986,430547
52987,430550
52988,430570
52989,430582
52990,430589
52991,430607
52992,556266
52993,556270
52994,556276
52995,556283
52996,556297
52997,556326
52998,556713
52999,561696
53000,564619
53001,564982
53002,566919
53003,641050
53004,641062
53005,641234
53006,681252
53007,682421
53008,854070
53009,866637
53010,867965
53011,867968
53012,867974
53013,873066
53014,873165
53015,878579
53016,903671
53017,928981
53018,1004327
53019,1014747
53020,1014812
53021,1026300
53022,1064911
53023,1157812
53024,1244870
53025,1244871
53026,1251741
53027,1252100
53028,1258854
53029,1263250
53030,1268827
53031,1269793
53032,1282980
53033,1425780
53034,1440300
53035,1442015
53036,1442017
53037,1691884
53038,1802946
53039,1825451
53040,1852108
53041,2125390
53042,2147698
53043,2148654
53044,2152737
53045,2160117
53046,2187592
53047,2239805
53048,2261961
53049,2319846
53050,4231672
53051,4398834
53052,4534114
53053,30743
53054,352004
53055,352048
53056,352057
53057,352076
53058,352080
53059,352091
53060,352103
53061,352119
53062,352210
53063,352278
53064,352330
53065,352581
53066,352598
53067,352790
53068,352845
53069,352854
53070,352858
53071,352894
53072,352904
53073,352939
53074,352953
53075,430521
53076,434013
53077,553667
53078,553679
53079,553688
53080,553773
53081,553808
53082,553865
53083,553874
53084,553879
53085,556275
53086,556616
53087,564625
53088,567014
53089,619583
53090,866646
53091,872818
53092,873608
53093,882156
53094,1058108
53095,1068775
53096,1105269
53097,1110870
53098,1158757
53099,1256565
53100,1257210
53101,1289351
53102,1367573
53103,1529280
53104,1575959
53105,1642541
53106,1687286
53107,1718438
53108,1874666
53109,1906160
53110,2190567
53111,2294027
53112,2455034
53113,4190272
53114,4241944
53115,4668074
53116,426543
53117,426572
53118,426578
53119,426588
53120,426607
53121,426612
53122,426618
53123,426619
53124,426626
53125,426633
53126,426638
53127,426649
53128,426654
53129,426706
53130,427810
53131,427812
53132,427839
53133,427851
53134,427887
53135,427953
53136,427974
53137,428000
53138,430411
53139,434033
53140,554343
53141,556574
53142,564630
53143,565203
53144,854085
53145,856518
53146,856536
53147,861008
53148,1050394
53149,1178808
53150,1270802
53151,1272551
53152,1280422
53153,1912928
53154,1921935
53155,2011437
53156,2036964
53157,2220416
53158,2261962
53159,4239483
53160,4416526
53161,4419814
53162,425145
53163,425207
53164,425262
53165,425268
53166,425287
53167,425294
53168,425300
53169,425331
